5,6,38,39
11,10,106,105
8,7,91,78
5,5,54,57
5,6,24,25
5,5,39,40
8,7,77,70
7,7,63,63
5,5,33,33
6,6,43,43
6,5,33,32
5,6,32,33
5,6,40,42
6,6,24,25
5,5,34,36
5,6,59,62
5,6,59,63
6,5,52,45
5,6,57,54
5,6,31,31
5,6,37,41
6,5,25,24
5,5,47,42
6,5,47,42
5,6,31,34
10,9,107,100
6,5,27,26
5,6,40,47
7,6,64,64
6,6,23,23
6,6,48,51
6,5,34,33
6,6,40,38
8,8,73,75
5,5,47,47
8,7,80,70
8,9,90,84
5,7,59,63
6,5,36,33
6,5,27,26
6,6,51,56
5,5,25,26
7,6,63,61
5,6,38,39
5,6,48,48
9,8,89,87
6,5,26,25
6,5,38,37
6,6,49,49
5,5,54,54
5,5,37,41
6,6,28,28
5,6,47,48
6,6,43,51
6,5,33,30
6,5,24,25
6,7,69,72
5,5,29,36
5,5,35,35
6,5,62,51
7,8,74,80
7,7,73,79
5,5,30,31
5,5,29,28
5,6,51,54
6,6,30,32
5,6,25,26
6,6,60,59
5,5,25,20
5,6,21,22
6,5,58,57
5,6,54,51
7,7,68,68
6,6,43,44
5,5,32,32
6,6,53,60
8,7,75,74
6,5,42,41
8,7,77,74
5,6,42,38
5,5,31,32
5,6,39,51
5,5,21,23
6,5,25,23
5,6,22,24
5,6,33,34
6,5,26,25
6,5,26,25
6,6,30,30
7,6,71,69
5,5,42,40
6,6,27,27
6,5,61,53
6,6,57,51
6,6,26,27
5,6,47,48
10,9,100,91
6,5,23,22
5,6,39,39
5,5,32,32
5,5,38,39
5,6,32,34
6,5,39,37
6,5,28,27
5,5,54,47
5,5,56,50
6,5,41,41
6,5,29,31
6,5,55,53
6,6,24,24
5,5,46,45
7,6,64,65
5,6,28,27
5,6,39,37
5,5,52,47
5,6,30,37
5,5,58,57
5,6,29,25
6,6,31,32
6,5,45,41
6,6,37,37
5,6,35,36
7,6,76,63
6,7,65,67
6,7,70,66
5,7,57,66
5,6,26,28
12,10,119,113
5,6,21,27
6,6,26,26
6,5,27,28
6,5,22,22
6,5,28,25
6,6,27,28
5,6,59,61
6,7,62,64
5,5,52,53
5,5,36,36
5,6,41,42
5,6,55,58
6,6,56,56
5,6,24,27
6,6,23,23
5,5,31,29
6,6,23,26
5,5,37,32
5,5,29,30
5,5,39,40
5,6,27,32
5,5,33,32
6,6,44,39
5,6,31,30
5,6,26,30
6,5,25,24
6,6,30,30
6,6,39,37
7,6,68,65
5,6,27,27
6,6,52,54
6,5,26,25
6,6,26,26
8,7,88,78
5,6,22,24
6,5,27,27
6,6,41,41
6,6,48,54
6,5,50,48
5,6,35,35
6,6,32,31
5,5,58,59
5,5,33,40
6,6,32,32
6,6,26,28
6,5,25,24
6,6,23,25
5,5,32,33
7,8,81,88
5,6,41,44
5,5,36,45
5,6,39,37
5,5,41,41
7,7,66,65
6,6,38,41
5,5,37,35
5,6,36,37
6,7,63,66
6,5,32,29
6,6,36,37
5,6,22,23
6,5,64,58
5,6,32,33
6,6,30,28
6,6,37,40
9,10,102,102
5,6,28,30
5,6,53,50
5,6,33,33
6,6,58,59
6,6,32,32
5,6,28,30
6,5,39,38
6,5,41,42
6,6,29,27
6,6,50,50
5,6,37,41
6,6,55,54
6,6,46,41
7,6,76,69
6,5,37,34
6,5,46,44
6,5,36,35
5,6,30,34
6,6,52,49
5,6,36,44
5,5,21,23
5,5,37,37
6,5,40,39
5,5,25,23
5,6,40,41
5,6,33,34
6,5,45,45
6,5,30,31
6,6,27,27
5,6,27,28
6,5,37,32
5,6,30,31
5,6,36,38
6,5,37,37
5,5,47,49
6,5,23,20
6,5,24,24
5,6,35,36
6,7,65,73
5,5,23,23
6,6,28,31
6,5,62,55
6,6,23,23
8,8,78,74
5,5,36,38
6,6,29,31
6,6,36,36
6,5,24,24
5,6,33,34
5,6,24,26
5,5,57,53
6,6,26,27
5,5,35,33
5,6,37,35
6,6,38,35
6,5,36,36
8,7,73,65
6,5,47,39
5,5,25,25
6,6,27,32
6,5,40,38
6,6,38,38
6,6,59,53
5,6,33,31
5,6,56,57
5,6,32,29
6,6,34,33
6,6,29,30
5,6,30,31
7,6,66,49
5,6,38,40
7,7,62,65
6,5,49,45
5,5,40,42
5,6,27,28
5,5,25,23
5,5,25,23
5,5,39,38
7,6,76,63
6,6,32,33
6,6,42,46
6,5,26,27
6,5,26,25
6,5,30,29
8,8,82,88
6,8,68,73
5,6,32,34
5,6,24,25
5,6,47,50
5,5,51,49
6,5,31,30
10,9,97,91
8,6,75,66
8,8,80,81
5,5,25,25
5,5,47,49
6,5,33,32
5,6,29,29
10,9,95,92
5,5,46,46
5,6,28,34
5,6,46,51
6,6,43,44
5,6,57,59
5,5,31,31
6,5,47,46
6,5,41,38
6,6,61,61
6,6,66,64
8,8,81,83
5,5,24,24
5,5,55,56
5,5,31,30
5,6,31,32
6,6,33,34
5,5,56,54
6,5,52,50
6,6,59,58
5,6,26,27
6,6,24,22
6,6,31,33
12,11,118,117
7,7,62,63
11,11,125,114
5,6,37,38
5,5,55,49
5,6,30,30
5,6,39,40
7,6,73,67
5,6,25,26
6,6,49,51
5,6,30,34
5,6,22,23
6,6,25,27
6,6,64,65
6,6,24,29
5,5,31,31
8,8,76,77
5,5,29,30
5,5,30,31
5,5,23,24
5,6,27,33
5,5,43,43
5,6,20,36
5,5,28,29
5,6,25,27
6,5,27,25
5,6,53,49
6,6,25,23
10,10,101,95
6,6,22,22
10,8,95,83
5,5,40,35
5,5,37,37
5,6,34,36
5,6,39,42
6,5,28,27
5,5,26,26
6,6,42,43
13,12,133,123
6,6,31,31
5,6,29,30
5,6,58,58
5,5,43,43
6,5,39,39
6,5,57,53
5,5,26,27
6,6,51,51
6,5,26,22
5,6,33,34
5,6,49,47
5,6,45,43
5,5,52,52
5,5,35,35
5,6,49,52
5,6,24,24
5,5,34,35
6,6,42,43
5,5,31,31
7,9,73,84
6,5,50,49
5,6,41,42
5,6,52,53
5,5,38,34
5,5,27,27
5,5,36,36
6,5,26,25
6,6,29,26
6,6,40,44
6,6,46,44
5,5,28,29
5,5,33,34
5,6,22,23
6,6,32,33
5,5,32,32
6,6,25,25
6,6,37,37
12,11,121,121
6,6,29,29
6,5,52,47
6,5,23,23
5,6,53,53
6,6,23,23
5,5,37,37
11,11,113,114
5,5,40,44
6,5,24,27
6,5,27,26
5,6,38,36
5,6,26,25
7,7,70,73
5,6,21,22
6,5,22,23
5,5,20,21
9,9,97,87
5,6,26,27
9,8,89,88
6,5,25,24
5,6,29,29
5,6,28,29
5,5,44,45
6,6,33,33
16,14,166,146
5,5,32,32
6,6,24,23
6,6,39,48
5,5,42,42
13,12,142,127
6,6,36,35
6,6,45,45
6,7,59,65
5,6,29,30
11,11,116,116
5,6,46,45
6,5,30,29
6,6,44,44
6,6,62,59
8,7,82,72
6,6,52,52
5,6,24,25
6,6,38,36
8,8,88,79
5,5,54,49
6,5,23,23
5,6,56,54
9,10,100,105
6,6,36,38
9,9,92,84
5,5,29,29
6,5,37,36
6,6,58,58
9,8,98,90
6,6,43,42
5,5,24,22
5,6,44,51
5,6,55,50
6,6,33,34
5,5,30,28
5,5,28,30
5,6,31,32
6,5,59,57
6,6,34,34
14,14,145,145
5,5,44,58
5,6,27,28
7,8,75,80
7,7,73,78
8,9,89,87
6,6,23,23
5,6,45,53
8,8,83,83
8,7,86,79
6,5,50,49
5,5,39,39
6,5,28,27
5,5,26,29
5,5,24,23
9,7,87,78
6,6,51,50
6,5,27,26
5,5,23,23
6,5,69,59
7,8,79,82
6,6,70,70
6,5,25,28
9,8,89,89
5,6,33,32
5,6,45,44
6,6,38,40
5,5,32,37
6,5,62,58
6,5,29,35
5,5,42,48
5,5,44,42
5,5,23,22
5,6,31,32
6,6,41,40
5,6,31,34
5,6,34,34
6,6,39,37
5,6,30,31
6,6,40,40
18,16,192,171
6,6,41,43
6,5,42,37
10,8,100,90
6,6,25,57
6,6,40,45
10,10,103,106
5,5,27,25
7,6,72,64
5,6,25,21
6,6,23,21
7,5,66,59
5,6,52,50
6,6,26,27
5,5,29,32
6,6,31,31
5,5,37,40
6,5,32,28
5,6,30,33
6,6,44,44
9,8,92,83
5,6,47,50
5,6,34,36
5,5,39,38
6,6,24,25
5,6,26,59
5,5,31,31
5,6,25,26
5,6,50,49
6,6,48,46
5,5,27,27
5,6,59,53
6,6,40,40
5,5,23,24
5,6,29,30
5,5,23,23
5,5,23,23
5,6,57,55
6,5,31,31
6,6,25,28
6,6,49,50
5,5,26,28
5,6,54,52
5,6,43,51
5,5,50,50
6,5,56,52
5,5,21,23
5,5,27,27
5,5,25,44
6,6,32,36
5,5,25,24
6,5,48,48
5,5,38,38
6,5,30,29
5,5,37,37
6,6,25,27
5,5,25,22
6,5,29,28
8,7,78,77
6,7,60,64
5,6,27,28
6,5,44,43
5,6,50,49
8,9,83,86
5,6,39,41
5,5,29,33
6,6,23,25
6,5,36,37
8,7,90,81
5,5,41,41
8,8,85,85
6,6,25,23
5,6,58,53
6,6,55,57
8,8,80,83
5,5,29,31
6,5,39,34
7,6,67,66
6,5,38,37
6,7,61,65
5,5,29,27
6,6,29,27
5,5,27,25
6,6,27,25
5,6,21,24
5,5,30,33
5,6,29,30
12,10,122,107
6,5,34,33
6,5,26,26
5,6,50,50
5,6,20,21
5,5,49,45
6,5,24,23
6,7,61,63
5,5,24,24
5,6,38,46
5,6,34,35
6,6,23,25
9,8,86,87
5,6,28,29
6,5,54,53
6,6,30,33
10,11,105,111
6,5,55,53
9,8,88,87
6,5,46,42
6,6,25,25
6,6,42,42
5,6,28,29
6,5,27,27
6,6,24,25
5,6,29,30
6,5,54,55
6,6,69,69
6,6,26,26
9,10,101,101
5,6,26,30
6,6,35,31
6,6,24,24
5,6,28,29
6,6,37,37
5,5,59,55
6,5,48,48
6,5,48,47
6,6,69,66
6,6,39,35
7,7,69,69
7,5,62,56
8,8,75,75
6,6,26,26
6,5,56,55
5,6,24,25
5,5,49,47
6,6,46,48
5,5,38,45
6,6,43,47
5,6,33,34
6,5,60,51
6,6,47,46
5,6,23,24
5,5,37,36
6,6,50,53
5,5,57,54
5,5,26,28
6,5,31,30
5,6,29,30
5,5,21,21
6,5,56,56
6,5,45,44
8,7,79,79
5,6,34,33
7,5,62,52
7,7,73,73
6,5,39,38
6,6,50,45
6,6,40,38
6,5,33,33
7,6,68,65
9,8,96,83
5,5,39,38
6,5,28,27
6,5,66,54
5,6,22,24
9,10,97,95
5,5,26,26
5,6,39,42
5,5,32,33
6,5,25,24
5,6,35,41
6,5,47,47
5,5,21,21
5,6,59,62
5,6,26,27
5,6,35,33
6,6,53,58
6,6,60,63
6,6,49,48
8,8,80,75
6,6,23,23
5,5,31,34
5,5,51,51
6,5,30,29
6,6,27,27
5,5,33,32
7,6,66,65
6,5,53,55
5,6,33,41
6,6,23,25
6,6,56,53
6,5,38,34
5,5,31,30
5,6,47,48
5,5,24,26
5,5,34,34
5,5,36,36
6,5,25,24
5,6,30,31
7,6,63,63
5,6,59,56
6,5,36,32
5,6,24,26
5,6,29,29
5,6,53,53
6,5,42,39
6,6,62,61
6,5,25,24
5,5,26,24
5,6,24,25
6,6,41,43
5,6,46,48
5,5,45,43
5,5,31,31
5,6,30,33
11,11,122,114
5,6,26,27
6,5,34,31
5,5,34,34
5,6,36,38
5,5,49,49
6,5,39,38
6,5,31,30
6,5,56,47
5,5,43,40
7,5,68,59
7,6,68,64
6,6,44,38
5,6,25,26
5,5,35,37
6,5,55,56
6,5,32,31
5,6,23,25
5,5,21,23
6,6,31,28
5,5,59,57
6,5,27,26
6,6,27,25
6,5,27,30
5,6,39,40
6,6,41,41
6,5,49,47
7,8,70,75
5,5,32,33
6,5,26,25
5,6,30,32
8,7,78,70
6,5,32,31
6,6,29,31
12,10,122,108
5,6,58,50
6,5,38,37
6,6,28,31
6,6,42,42
7,7,70,73
6,5,32,32
6,6,43,46
5,6,35,36
6,6,30,32
6,5,47,41
5,5,24,28
6,5,36,34
5,6,27,32
8,8,82,79
6,6,27,28
5,5,30,33
5,5,49,49
5,6,48,44
5,6,36,37
5,5,45,41
6,5,39,38
5,5,35,37
8,9,82,86
6,7,61,66
6,5,54,51
5,6,44,45
6,5,55,56
6,5,29,26
5,5,29,34
5,5,33,33
9,9,85,84
6,5,22,21
5,5,29,30
5,6,28,28
6,5,44,43
5,6,38,40
6,5,24,24
6,5,23,22
6,6,47,47
7,7,62,63
5,6,55,56
7,6,67,70
6,5,49,48
5,5,48,47
6,5,38,38
5,6,56,57
6,5,28,51
5,5,25,25
5,6,20,22
8,7,81,73
5,6,25,26
5,6,25,28
8,8,84,76
5,6,41,42
6,6,52,56
5,5,31,31
6,5,43,37
7,8,81,76
6,5,58,57
6,6,39,44
7,7,75,76
9,8,90,80
5,5,29,28
10,7,95,75
6,5,41,41
5,6,38,39
6,6,55,53
15,12,151,135
6,5,22,48
8,8,84,76
6,6,51,50
5,5,21,24
6,5,35,32
11,11,125,124
6,5,31,31
5,6,46,46
6,6,43,42
6,6,38,37
5,5,23,23
6,5,32,31
6,5,36,35
6,6,25,25
6,5,27,27
6,5,42,37
5,6,54,55
6,6,25,25
5,5,46,46
5,6,33,36
6,5,30,27
5,6,42,42
5,6,24,25
8,9,89,90
5,6,50,51
5,5,34,32
6,5,58,57
5,6,38,40
8,6,80,69
5,5,36,36
6,6,47,53
6,5,60,50
5,6,26,32
9,10,91,95
8,8,75,74
13,11,137,112
8,7,85,74
6,6,31,31
8,8,79,79
6,5,23,23
6,5,36,34
8,7,74,75
6,6,30,31
5,5,40,40
6,5,33,34
5,6,36,37
5,6,47,46
10,11,104,111
7,7,71,70
5,5,45,45
6,5,36,34
6,6,26,27
6,5,31,30
6,5,36,35
5,6,41,42
6,6,36,34
6,6,24,39
5,5,40,37
6,6,67,70
5,5,54,58
6,5,31,30
5,6,33,35
5,5,44,44
5,5,55,53
5,6,32,32
6,5,58,51
5,6,32,33
5,5,33,30
6,5,33,31
6,6,26,27
5,6,22,30
7,9,75,85
6,6,23,24
5,5,45,45
6,6,28,31
6,5,41,37
6,6,36,39
6,5,38,35
5,5,37,37
5,6,24,26
5,6,37,36
12,12,129,133
6,6,27,26
5,6,41,41
6,6,61,63
5,6,39,40
6,6,41,39
6,6,39,35
5,6,43,45
6,5,35,34
5,5,25,25
7,7,77,74
5,5,27,24
5,6,25,28
8,8,84,92
5,5,23,24
6,5,22,24
6,6,64,61
5,6,36,41
5,6,47,51
7,8,75,75
6,6,35,35
6,6,29,28
6,5,26,25
5,5,56,55
5,6,50,51
6,6,37,33
5,5,37,32
6,5,25,28
5,5,22,24
5,5,53,54
5,5,24,25
6,5,40,40
5,6,46,47
6,6,45,45
5,5,29,31
6,7,62,66
5,5,26,26
5,6,49,50
6,6,66,56
6,5,27,27
5,5,51,47
9,8,85,80
5,6,53,56
6,5,26,26
13,13,139,136
5,5,26,27
5,5,39,39
6,5,44,42
5,6,36,36
6,6,31,31
5,6,45,54
5,5,49,47
5,6,46,47
5,5,26,27
10,8,99,86
6,5,58,52
9,9,94,101
5,5,32,32
5,5,35,33
6,6,35,34
6,6,26,27
6,5,32,28
5,6,31,32
6,6,27,24
5,5,42,44
6,5,31,28
5,5,41,43
6,5,61,58
5,5,30,37
5,6,39,36
5,5,21,21
6,6,28,28
5,7,59,63
5,5,32,30
5,5,23,25
5,5,26,27
6,5,45,42
5,6,40,36
5,6,34,36
6,6,33,33
8,8,83,78
5,5,37,41
6,5,36,35
5,6,23,24
7,9,80,85
6,6,38,35
5,5,40,40
5,6,35,34
5,6,22,22
5,6,29,31
5,5,49,46
6,6,29,28
6,5,39,38
7,8,81,82
5,5,30,25
5,6,28,29
9,9,92,94
5,6,35,36
5,6,49,50
5,6,45,46
6,5,24,23
6,6,25,26
7,7,73,80
5,6,38,39
6,5,31,26
6,5,32,37
6,6,39,40
5,5,34,37
6,6,26,26
5,6,30,31
6,6,43,40
5,5,44,42
5,5,40,41
6,6,33,33
5,6,27,29
5,6,49,50
5,6,57,58
5,6,54,55
5,6,23,26
7,6,65,63
5,5,27,27
5,6,33,36
5,6,23,25
5,5,44,45
6,5,27,24
5,5,32,32
6,6,30,30
6,5,52,52
6,5,51,50
14,12,146,130
5,5,26,29
5,5,39,39
5,6,29,29
6,5,43,36
5,6,37,35
5,6,51,55
6,6,59,46
8,8,78,78
6,5,29,27
5,5,34,33
6,6,48,43
6,6,52,52
7,7,74,71
6,5,35,32
7,6,62,61
6,5,45,47
6,5,43,45
5,5,27,27
6,5,46,45
6,5,41,36
6,5,28,26
5,6,26,27
5,6,24,25
6,6,32,29
5,8,37,77
5,6,28,28
5,6,25,26
5,6,56,55
5,5,39,34
6,6,35,37
6,6,26,27
5,6,33,34
5,5,26,25
7,8,78,74
5,5,24,25
5,5,29,27
5,5,24,25
6,6,25,26
6,5,33,57
5,6,29,31
5,6,23,24
6,6,50,49
6,6,48,43
6,6,21,21
5,6,32,33
5,5,20,21
5,5,40,39
6,5,30,28
7,7,76,68
6,6,56,46
5,5,35,38
6,6,41,41
5,5,44,43
5,6,35,37
6,5,38,37
6,6,29,30
6,5,55,54
6,5,21,21
11,10,107,103
5,5,47,48
6,6,25,25
6,5,31,30
5,6,28,31
6,6,23,24
5,5,27,53
5,5,29,29
6,6,36,36
6,6,31,31
7,7,78,76
6,6,23,23
5,6,25,27
6,5,34,34
6,5,36,38
6,6,50,70
6,6,34,34
5,6,31,32
5,5,23,22
5,6,25,31
6,5,31,30
5,6,38,39
12,11,128,116
6,5,26,22
5,5,29,29
6,5,34,36
6,5,40,41
5,6,58,59
5,6,37,38
5,5,28,31
5,6,27,27
6,5,31,30
6,5,22,23
5,5,55,51
7,7,71,66
6,5,36,33
6,6,23,22
6,6,34,34
5,5,37,37
6,5,47,48
7,6,65,54
5,5,49,51
7,6,72,63
6,6,62,64
6,5,24,24
6,5,50,50
5,5,35,34
6,6,29,33
5,6,30,31
6,5,44,38
5,5,43,43
5,6,54,50
5,6,29,30
5,5,24,24
6,5,53,49
5,5,45,46
5,5,25,26
6,5,47,53
6,5,55,48
10,9,110,96
5,5,56,47
6,6,30,27
6,6,67,66
5,6,24,24
5,5,46,42
5,6,46,47
7,7,71,72
5,5,31,27
6,6,26,26
5,5,33,32
5,6,51,55
5,6,25,26
7,6,74,63
6,5,44,39
5,6,43,41
6,6,41,40
14,12,154,136
6,5,61,50
6,6,39,40
6,6,58,58
6,6,24,26
5,6,38,39
5,5,56,53
5,5,27,27
7,6,72,69
5,6,25,26
6,5,39,40
5,6,39,37
5,5,32,31
8,9,91,90
6,6,62,63
5,5,35,35
5,5,31,29
6,7,70,75
5,6,38,40
5,5,28,29
5,5,29,29
8,9,92,98
9,10,96,96
5,5,57,57
6,5,53,53
6,5,48,51
5,5,22,23
6,6,23,23
9,8,88,78
5,6,40,41
6,6,39,38
5,6,38,39
6,5,29,28
5,5,35,35
6,6,32,35
5,6,28,33
5,5,40,40
6,5,46,43
6,6,28,29
5,6,43,44
5,5,32,31
6,5,37,37
5,6,41,41
5,5,43,40
5,6,31,32
6,5,47,42
5,5,21,23
6,6,55,58
5,5,21,22
5,6,36,37
6,6,30,31
6,5,27,26
6,5,23,22
5,6,24,25
5,6,31,33
5,6,52,54
6,5,30,30
6,6,34,35
6,5,37,36
6,6,38,34
5,6,30,31
5,5,30,32
5,6,25,25
6,6,30,29
5,6,51,51
5,6,42,43
5,5,44,40
5,5,45,47
5,6,28,29
5,5,43,43
5,6,33,33
5,6,46,53
8,8,81,73
6,5,25,25
6,6,21,28
6,6,31,35
6,5,39,39
5,5,57,52
6,5,38,38
9,9,97,98
5,5,29,30
6,7,69,70
7,9,81,88
6,5,22,23
6,6,36,36
5,6,24,26
10,9,95,94
6,7,70,71
5,6,55,56
5,6,27,28
5,5,36,36
6,5,37,34
6,6,50,50
5,6,44,45
6,5,52,51
6,5,56,55
6,5,25,41
5,5,27,27
6,6,57,58
6,5,39,38
5,6,46,48
6,6,24,24
6,5,35,33
6,6,28,28
5,5,28,33
5,6,25,26
6,5,56,55
5,6,31,32
6,7,58,62
6,5,44,42
5,6,26,27
6,5,42,40
6,6,28,30
6,5,27,26
9,9,101,94
8,8,90,83
5,6,21,24
6,5,43,40
5,6,41,37
13,13,129,130
5,5,29,30
5,5,43,47
5,5,49,51
10,9,98,86
6,7,61,62
6,6,22,23
5,5,53,55
5,6,29,30
5,5,25,25
8,8,85,78
6,5,26,26
5,6,55,52
5,6,47,54
5,5,45,42
5,6,41,41
5,5,50,50
6,6,26,26
9,9,96,89
6,5,23,23
6,5,29,28
5,5,26,24
5,6,37,39
6,6,30,28
5,6,33,31
5,5,26,26
5,5,29,29
6,5,23,24
7,7,75,66
5,6,40,41
5,6,46,47
6,6,48,48
5,5,22,22
6,5,26,22
6,6,22,22
6,6,31,31
7,7,70,67
6,5,31,26
5,6,29,52
5,6,32,35
6,5,26,32
5,6,34,35
5,6,45,46
13,12,133,126
6,6,30,30
7,8,81,82
5,6,57,59
5,5,46,43
5,6,31,33
6,5,22,21
6,6,36,34
5,6,26,27
6,6,46,46
6,6,24,26
5,5,24,24
6,6,38,40
8,9,90,95
6,8,70,77
5,5,22,23
6,6,29,29
6,6,29,30
8,8,77,87
6,5,29,29
6,5,39,38
6,6,50,53
